"cargo_type,cargo_weight_tons,shipping_month,origin_port,destination_port,origin_efficiency_score,destination_efficiency_score,avg_dwell_time_origin,customs_clearance_score,congestion_index,weather_risk_score,handling_complexity_score,delay,cargo_type_encoded,origin_port_encoded,destination_port_encoded"
"Machinery,8.58,12,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.5,0,2,1,2"
"Perishable,13.94,11,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.9,1,3,0,3"
"Fragile,17.96,6,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.8,1,1,4,1"
"Perishable,3.76,12,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.9,1,3,4,3"
"Electronics,11.92,9,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.7,1,0,4,0"
"Standard,3.65,1,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Machinery,17.77,5,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.5,0,2,2,1"
"Perishable,5.98,1,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Standard,8.65,12,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Fragile,3.14,7,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Perishable,16.87,1,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.9,1,3,3,5"
"Electronics,11.81,1,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.7,1,0,3,2"
"Standard,0.64,11,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.3,0,4,0,1"
"Machinery,5.39,6,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.5,0,2,1,2"
"Standard,5.4,2,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.3,0,4,2,0"
"Electronics,15.47,5,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Machinery,19.74,1,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.5,1,2,4,1"
"Machinery,7.51,10,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.5,1,2,4,3"
"Standard,7.04,4,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.3,0,4,2,3"
"Standard,2.6,1,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Perishable,7.2,5,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.9,1,3,4,3"
"Fragile,10.75,9,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Fragile,16.62,2,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Standard,3.75,4,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Fragile,7.4,8,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Standard,1.72,6,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Electronics,16.82,1,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.7,1,0,3,4"
"Machinery,5.25,6,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.5,1,2,4,5"
"Standard,15.62,1,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Perishable,16.96,7,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.9,1,3,3,5"
"Machinery,1.01,11,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.5,0,2,0,3"
"Electronics,11.69,11,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.7,0,0,0,2"
"Standard,7.39,7,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.3,0,4,0,1"
"Machinery,10.36,8,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.5,0,2,2,4"
"Perishable,17.6,9,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.9,0,3,1,3"
"Perishable,8.88,6,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.9,0,3,1,0"
"Standard,19.41,7,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Perishable,2.97,2,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.9,1,3,4,5"
"Perishable,7.06,3,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Machinery,1.54,8,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Electronics,16.13,4,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.7,1,0,4,1"
"Perishable,6.23,6,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Perishable,14.41,5,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.9,1,3,4,1"
"Electronics,17.3,1,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Perishable,4.1,5,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Fragile,10.23,5,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Electronics,3.95,6,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.7,0,0,1,2"
"Perishable,3.14,2,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.9,0,3,2,0"
"Fragile,10.85,5,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.8,1,1,0,5"
"Fragile,8.34,2,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.8,0,1,5,2"
"Fragile,1.44,11,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.8,1,1,4,0"
"Machinery,8.88,3,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.5,0,2,5,3"
"Fragile,19.92,1,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.8,1,1,0,4"
"Electronics,0.53,8,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.7,0,0,5,3"
"Standard,9.57,12,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.3,1,4,3,0"
"Perishable,17.6,2,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.9,1,3,4,1"
"Standard,12.03,9,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Electronics,7.22,6,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Perishable,8.06,1,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.9,1,3,3,0"
"Perishable,12.02,2,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Electronics,7.0,5,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.7,1,0,3,4"
"Machinery,9.49,10,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.5,1,2,4,0"
"Fragile,9.04,6,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.8,1,1,3,2"
"Standard,16.1,5,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Fragile,14.84,7,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.8,1,1,0,5"
"Standard,3.29,3,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.3,0,4,1,0"
"Machinery,13.0,3,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.5,0,2,2,0"
"Machinery,14.42,9,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.5,1,2,3,4"
"Electronics,13.03,10,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.7,1,0,4,2"
"Electronics,16.82,7,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Fragile,15.98,6,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.8,0,1,2,3"
"Perishable,13.76,11,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.9,1,3,4,5"
"Fragile,2.25,3,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.8,1,1,0,1"
"Standard,11.4,4,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Perishable,13.23,4,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.9,1,3,0,3"
"Perishable,1.49,11,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.9,0,3,2,0"
"Machinery,12.26,6,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.5,0,2,2,3"
"Fragile,6.32,11,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Perishable,4.99,10,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.9,1,3,4,2"
"Standard,17.72,6,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Perishable,19.69,10,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.9,1,3,3,2"
"Perishable,19.15,12,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Perishable,19.95,4,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Electronics,4.43,6,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.7,1,0,3,2"
"Standard,9.15,2,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Machinery,14.55,6,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.5,1,2,3,2"
"Standard,10.68,1,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Standard,19.66,4,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Standard,2.92,10,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.3,0,4,1,4"
"Standard,1.91,12,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Standard,8.61,4,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.3,1,4,4,3"
"Standard,19.92,7,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Machinery,17.14,2,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.5,0,2,2,3"
"Electronics,16.52,11,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.7,0,0,2,3"
"Fragile,7.72,5,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.8,0,1,5,4"
"Fragile,8.63,6,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.8,0,1,2,1"
"Perishable,19.21,9,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.9,1,3,3,5"
"Perishable,1.74,7,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Fragile,11.68,12,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Standard,12.9,4,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.3,0,4,2,3"
"Fragile,14.44,11,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.8,0,1,1,5"
"Fragile,17.22,8,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.8,0,1,2,5"
"Perishable,12.32,11,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Electronics,6.57,10,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.7,0,0,2,0"
"Perishable,12.56,4,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Perishable,3.57,11,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.9,0,3,1,0"
"Standard,18.99,9,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.3,1,4,4,3"
"Electronics,2.4,2,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Electronics,17.54,12,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.7,1,0,4,2"
"Standard,4.69,5,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.3,0,4,2,1"
"Perishable,5.65,11,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.9,0,3,2,1"
"Machinery,14.46,1,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Standard,8.41,2,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Standard,8.4,7,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.3,0,4,2,3"
"Electronics,10.38,8,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.7,0,0,0,3"
"Machinery,0.56,12,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.5,0,2,0,1"
"Electronics,4.46,2,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Fragile,9.46,3,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Perishable,4.94,11,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.9,1,3,3,1"
"Standard,12.97,11,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.3,0,4,1,2"
"Standard,16.67,11,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Machinery,6.5,3,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.5,0,2,1,0"
"Standard,13.05,4,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.3,0,4,0,3"
"Standard,2.09,12,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.3,0,4,2,0"
"Perishable,0.59,2,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.9,1,3,4,0"
"Electronics,9.57,7,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.7,0,0,0,3"
"Machinery,1.25,1,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Perishable,1.47,3,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.9,1,3,4,1"
"Electronics,2.75,12,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.7,1,0,3,1"
"Standard,6.35,7,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Machinery,5.37,11,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.5,0,2,2,4"
"Perishable,15.66,6,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Fragile,16.92,8,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Electronics,6.52,8,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Fragile,19.13,8,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.8,0,1,2,5"
"Fragile,1.68,10,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Perishable,10.65,12,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Fragile,3.09,7,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Fragile,18.75,7,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.8,0,1,1,3"
"Perishable,11.52,6,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Electronics,1.85,9,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.7,0,0,0,1"
"Fragile,3.85,8,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Machinery,7.76,2,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Electronics,10.0,10,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.7,0,0,1,0"
"Perishable,1.68,8,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Perishable,11.67,7,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.9,0,3,1,2"
"Electronics,16.95,4,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Electronics,3.76,11,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.7,0,0,5,3"
"Fragile,2.86,5,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Standard,10.48,10,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.3,0,4,0,2"
"Machinery,14.73,3,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Fragile,3.36,8,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.8,0,1,1,2"
"Machinery,9.61,10,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.5,1,2,4,5"
"Electronics,3.22,4,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Standard,10.76,3,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Machinery,6.88,6,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.5,1,2,4,1"
"Fragile,15.35,6,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Electronics,18.37,10,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.7,0,0,0,3"
"Standard,6.56,4,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Perishable,15.3,6,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Fragile,4.23,7,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.8,0,1,1,5"
"Electronics,11.37,1,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Fragile,4.34,11,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.8,1,1,3,1"
"Machinery,16.09,4,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.5,1,2,4,1"
"Machinery,14.12,3,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Machinery,6.38,6,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.5,0,2,2,3"
"Electronics,3.15,5,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.7,0,0,0,5"
"Standard,1.4,11,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Machinery,11.96,7,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.5,0,2,0,3"
"Perishable,12.55,11,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.9,0,3,1,2"
"Machinery,9.13,3,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.5,0,2,1,5"
"Fragile,9.1,6,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Fragile,15.95,4,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.8,1,1,0,3"
"Fragile,17.53,1,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
"Perishable,13.51,7,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.9,0,3,2,1"
"Machinery,18.02,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.5,0,2,1,4"
"Standard,17.7,2,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Fragile,18.55,5,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Perishable,1.69,12,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.9,0,3,2,5"
"Fragile,14.13,2,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.8,0,1,2,3"
"Machinery,1.54,7,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.5,1,2,3,4"
"Perishable,12.93,11,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.9,1,3,3,0"
"Machinery,14.61,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.5,0,2,1,4"
"Fragile,12.07,2,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.8,0,1,2,1"
"Electronics,14.23,6,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.7,1,0,4,0"
"Electronics,0.86,10,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Perishable,19.84,11,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.9,1,3,4,1"
"Machinery,17.16,4,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.5,0,2,1,5"
"Fragile,8.49,5,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.8,1,1,4,0"
"Machinery,0.76,3,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.5,0,2,1,5"
"Standard,0.61,1,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Standard,10.97,6,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.3,0,4,1,5"
"Fragile,17.85,3,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.8,1,1,4,1"
"Machinery,9.79,11,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.5,0,2,5,1"
"Perishable,3.43,6,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.9,1,3,3,1"
"Fragile,19.09,9,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.8,1,1,0,2"
"Fragile,13.27,8,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.8,1,1,0,4"
"Machinery,18.63,1,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.5,0,2,5,1"
"Electronics,8.68,4,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Standard,17.5,6,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Machinery,19.15,9,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.5,0,2,2,1"
"Standard,19.85,1,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Fragile,12.09,2,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.8,0,1,1,3"
"Machinery,19.52,5,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.5,0,2,0,3"
"Fragile,16.45,6,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Perishable,6.22,4,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.9,0,3,2,4"
"Standard,6.84,11,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Machinery,13.58,10,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.5,0,2,0,1"
"Standard,17.02,12,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.3,0,4,2,3"
"Perishable,1.16,1,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Perishable,10.17,1,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.9,1,3,4,3"
"Fragile,2.91,3,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.8,1,1,3,1"
"Standard,6.82,9,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.3,0,4,0,5"
"Perishable,16.89,3,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Fragile,7.65,5,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.8,1,1,0,5"
"Machinery,8.26,4,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.5,0,2,1,5"
"Electronics,19.2,5,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.7,0,0,0,5"
"Standard,14.97,9,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Perishable,18.12,2,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.9,1,3,4,0"
"Standard,19.08,5,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Perishable,7.09,6,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Electronics,1.74,8,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.7,0,0,2,0"
"Electronics,8.93,11,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.7,0,0,2,0"
"Machinery,16.1,12,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.5,0,2,2,0"
"Fragile,6.58,7,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.8,0,1,5,1"
"Machinery,5.17,6,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.5,0,2,2,5"
"Standard,13.78,1,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Standard,9.3,9,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Fragile,13.85,6,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Machinery,4.75,9,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.5,0,2,5,2"
"Standard,17.56,7,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Electronics,14.22,4,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Electronics,2.29,3,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.7,1,0,4,0"
